filename,label
cutmixed_class3_0.jpeg,3
cutmixed_class3_1.jpeg,3
cutmixed_class3_2.jpeg,3
cutmixed_class3_3.jpeg,3
cutmixed_class3_4.jpeg,3
cutmixed_class3_5.jpeg,3
cutmixed_class3_6.jpeg,3
cutmixed_class3_7.jpeg,3
cutmixed_class3_8.jpeg,3
cutmixed_class3_9.jpeg,3
cutmixed_class3_10.jpeg,3
cutmixed_class3_11.jpeg,3
cutmixed_class3_12.jpeg,3
cutmixed_class3_13.jpeg,3
cutmixed_class3_14.jpeg,3
cutmixed_class3_15.jpeg,3
cutmixed_class3_16.jpeg,3
cutmixed_class3_17.jpeg,3
cutmixed_class3_18.jpeg,3
cutmixed_class3_19.jpeg,3
cutmixed_class3_20.jpeg,3
cutmixed_class3_21.jpeg,3
cutmixed_class3_22.jpeg,3
cutmixed_class3_23.jpeg,3
cutmixed_class3_24.jpeg,3
cutmixed_class3_25.jpeg,3
cutmixed_class3_26.jpeg,3
cutmixed_class3_27.jpeg,3
cutmixed_class3_28.jpeg,3
cutmixed_class3_29.jpeg,3
cutmixed_class3_30.jpeg,3
cutmixed_class3_31.jpeg,3
cutmixed_class3_32.jpeg,3
cutmixed_class3_33.jpeg,3
cutmixed_class3_34.jpeg,3
cutmixed_class3_35.jpeg,3
cutmixed_class3_36.jpeg,3
cutmixed_class3_37.jpeg,3
cutmixed_class3_38.jpeg,3
cutmixed_class3_39.jpeg,3
cutmixed_class3_40.jpeg,3
cutmixed_class3_41.jpeg,3
cutmixed_class3_42.jpeg,3
cutmixed_class3_43.jpeg,3
cutmixed_class3_44.jpeg,3
cutmixed_class3_45.jpeg,3
cutmixed_class3_46.jpeg,3
cutmixed_class3_47.jpeg,3
cutmixed_class3_48.jpeg,3
cutmixed_class3_49.jpeg,3
cutmixed_class3_50.jpeg,3
cutmixed_class3_51.jpeg,3
cutmixed_class3_52.jpeg,3
cutmixed_class3_53.jpeg,3
cutmixed_class3_54.jpeg,3
cutmixed_class3_55.jpeg,3
cutmixed_class3_56.jpeg,3
cutmixed_class3_57.jpeg,3
cutmixed_class3_58.jpeg,3
cutmixed_class3_59.jpeg,3
cutmixed_class3_60.jpeg,3
cutmixed_class3_61.jpeg,3
cutmixed_class3_62.jpeg,3
cutmixed_class3_63.jpeg,3
cutmixed_class3_64.jpeg,3
cutmixed_class3_65.jpeg,3
cutmixed_class3_66.jpeg,3
cutmixed_class3_67.jpeg,3
cutmixed_class3_68.jpeg,3
cutmixed_class3_69.jpeg,3
cutmixed_class3_70.jpeg,3
