filename,label
cutmixed_4_0.jpeg,4
cutmixed_4_1.jpeg,4
cutmixed_4_2.jpeg,4
cutmixed_4_3.jpeg,4
cutmixed_4_4.jpeg,4
cutmixed_4_5.jpeg,4
cutmixed_4_6.jpeg,4
cutmixed_4_7.jpeg,4
cutmixed_4_8.jpeg,4
cutmixed_4_9.jpeg,4
cutmixed_4_10.jpeg,4
cutmixed_4_11.jpeg,4
cutmixed_4_12.jpeg,4
cutmixed_4_13.jpeg,4
cutmixed_4_14.jpeg,4
cutmixed_4_15.jpeg,4
cutmixed_4_16.jpeg,4
cutmixed_4_17.jpeg,4
cutmixed_4_18.jpeg,4
cutmixed_4_19.jpeg,4
cutmixed_4_20.jpeg,4
cutmixed_4_21.jpeg,4
cutmixed_4_22.jpeg,4
cutmixed_4_23.jpeg,4
cutmixed_4_24.jpeg,4
cutmixed_4_25.jpeg,4
cutmixed_4_26.jpeg,4
cutmixed_4_27.jpeg,4
cutmixed_4_28.jpeg,4
cutmixed_4_29.jpeg,4
cutmixed_4_30.jpeg,4
cutmixed_4_31.jpeg,4
cutmixed_4_32.jpeg,4
cutmixed_4_33.jpeg,4
cutmixed_4_34.jpeg,4
cutmixed_4_35.jpeg,4
cutmixed_4_36.jpeg,4
cutmixed_4_37.jpeg,4
cutmixed_4_38.jpeg,4
cutmixed_4_39.jpeg,4
cutmixed_4_40.jpeg,4
cutmixed_4_41.jpeg,4
cutmixed_4_42.jpeg,4
cutmixed_4_43.jpeg,4
cutmixed_4_44.jpeg,4
cutmixed_4_45.jpeg,4
cutmixed_4_46.jpeg,4
cutmixed_4_47.jpeg,4
cutmixed_4_48.jpeg,4
cutmixed_4_49.jpeg,4
cutmixed_4_50.jpeg,4
cutmixed_4_51.jpeg,4
cutmixed_4_52.jpeg,4
cutmixed_4_53.jpeg,4
cutmixed_4_54.jpeg,4
cutmixed_4_55.jpeg,4
cutmixed_4_56.jpeg,4
cutmixed_4_57.jpeg,4
cutmixed_4_58.jpeg,4
cutmixed_4_59.jpeg,4
cutmixed_4_60.jpeg,4
cutmixed_4_61.jpeg,4
cutmixed_4_62.jpeg,4
cutmixed_4_63.jpeg,4
cutmixed_4_64.jpeg,4
cutmixed_4_65.jpeg,4
cutmixed_4_66.jpeg,4
cutmixed_4_67.jpeg,4
cutmixed_4_68.jpeg,4
cutmixed_4_69.jpeg,4
cutmixed_4_70.jpeg,4
cutmixed_4_71.jpeg,4
cutmixed_4_72.jpeg,4
cutmixed_4_73.jpeg,4
cutmixed_4_74.jpeg,4
cutmixed_4_75.jpeg,4
cutmixed_4_76.jpeg,4
cutmixed_4_77.jpeg,4
cutmixed_4_78.jpeg,4
cutmixed_4_79.jpeg,4
cutmixed_4_80.jpeg,4
cutmixed_4_81.jpeg,4
cutmixed_4_82.jpeg,4
cutmixed_4_83.jpeg,4
cutmixed_4_84.jpeg,4
cutmixed_4_85.jpeg,4
cutmixed_4_86.jpeg,4
cutmixed_4_87.jpeg,4
cutmixed_4_88.jpeg,4
cutmixed_4_89.jpeg,4
cutmixed_4_90.jpeg,4
cutmixed_4_91.jpeg,4
cutmixed_4_92.jpeg,4
cutmixed_4_93.jpeg,4
cutmixed_4_94.jpeg,4
cutmixed_4_95.jpeg,4
cutmixed_4_96.jpeg,4
cutmixed_4_97.jpeg,4
cutmixed_4_98.jpeg,4
cutmixed_4_99.jpeg,4
cutmixed_4_100.jpeg,4
cutmixed_4_101.jpeg,4
cutmixed_4_102.jpeg,4
cutmixed_4_103.jpeg,4
cutmixed_4_104.jpeg,4
cutmixed_4_105.jpeg,4
cutmixed_4_106.jpeg,4
cutmixed_4_107.jpeg,4
cutmixed_4_108.jpeg,4
cutmixed_4_109.jpeg,4
cutmixed_4_110.jpeg,4
cutmixed_4_111.jpeg,4
cutmixed_4_112.jpeg,4
cutmixed_4_113.jpeg,4
cutmixed_4_114.jpeg,4
cutmixed_4_115.jpeg,4
cutmixed_4_116.jpeg,4
cutmixed_4_117.jpeg,4
cutmixed_4_118.jpeg,4
cutmixed_4_119.jpeg,4
cutmixed_4_120.jpeg,4
cutmixed_4_121.jpeg,4
cutmixed_4_122.jpeg,4
cutmixed_4_123.jpeg,4
cutmixed_4_124.jpeg,4
cutmixed_4_125.jpeg,4
cutmixed_4_126.jpeg,4
cutmixed_4_127.jpeg,4
